"text","class"
" min   gak  transaksi pake bank bni  mandiri  gak  rekening    gak berminat  pake  bayar    gimana  tunggu    bayar produk digital gak  pilihan bni  mandiri gak  dipilih ","Positive"
"     memesan grosir dimana pengiriman barangnya ukuran     mobil pickup ","Positive"
" ok  tunggu perkembangannya","Positive"
"   ya   dipakai sih  munculnya   ","Positive"
" halo menit    order  pembeli  klik pemrosesan  penjual bilang   kirim  senin    pakai bajunya hr senin    menemukan to bol pusat resolusi  apps mohin bantuannya","Positive"
" okeh    status transaksi tokopedia  dibilang   mohon periksa dm terimakasih","Positive"
"   tarik sesuai  diatas pending y toped ","Positive"
"  perubahan bahasa  web  mengubah bahasa  aplikasi android jg ","Positive"
" mohon bantuannya  pembeli  input resi retur penjual  terima  input resi barang pengganti  status  nunggu input resi  pembeli ","Positive"
" sayang  ovo points    beli reksadana","Positive"
" min   memasukan voucher  pembayaran  berhasil  cashback  masuk nomor transaksiivr xviii x ","Positive"
"   infokan no invoice nya by dm mohon  cek terima kasih","Positive"
"   online  pantau barang  pembeli jng tunggu komplain pembeli komplain    bagus  pembeli puas  pembeli merefrensikan  yg  minim teman pembeli ","Positive"
" no transaksi barang  berfungsi  komplain  tdk  tanggapam  penjual gmn ya mohon  bantu solusinya","Positive"
"hallo         tolong konfirmasinya terima kasih ","Positive"
" min  beli sepatu futsal  tp td  transfer kali krn sy  tdk masuk  nya sukses  transfer     kembalikan ga ya ","Positive"
"hei   pembayaran transfer manual  bank mandiri     ya   pembayaran produk tagihan dsb  sebulan         mohon jawabannya ","Positive"
"  skrg cashback toped   jajan yg  ","Positive"
" gw  ngebelain tokopedia dibanding shopee  urusan tokocash   pake ovo    nyebelin gila napa ga dikasih option aja sih sapa   sapa    kudu dipaksa   pake ovo ga banget deh ","Positive"
"toppers   waspada ya      mengaku  tokopedia   data pribadi   whatsapp   seputar tokopedia   hubungi  mengakses halaman bantuan  ","Positive"
" iya  tulisannya   badge free returns  yg    badge free returns    olshop yg td  screenshoot  badge tsb ","Positive"
" selamat siang toped sy   sy abis aktivasi ovo  dana sy yg  tokocash tdk masuk  solusinya ","Positive"
" oh   terima kasih","Positive"
" transaksi penjualan berhasil  ko saldo   kosong ","Positive"
"   dm kak tolong  bantu verifikasi nya  usul  trx  bank  bank  percepat  kenyamanan pembayaran ","Positive"
"  kalo pake data pribadi aja   ","Positive"
" oh oke terima kasih","Positive"
"  siang u pulsa prabayar      perubahan ","Positive"
" tolong   foto yg sy sertakan disana tercantum ongkir jne reg  jakarta barat  invoice rb  lokasi buyer aslinya  tangerang  ongkir jne reg nya rb  seller  sy  g  rugi  jd sy krm  tangerang jne oke rb ","Positive"
" hayy tolong  balas dm  ya    thankyou","Positive"
" mohon bantuan nya admin    e voucher    redeem    kode approval nya    mengikuti tutor  membuka link yg tertera     klik aktifkan wallet nya ya     ","Positive"
" halo admin tolong cek dm   hehe terimakasihhh","Positive"
" oke ","Positive"
" semalem cancel transaksi   dibayar pake ovo ovo cash    pagi  emang  min ","Positive"
" halo tokopedia kemarin  tanggal oktober jam   coba  transaksi senilai  kartu kredit cicilan bca  memasukan kode otp    info   konfirmasi  transaksi  berhasil ","Positive"
"   tunggu  pkl wib   masuk terverifikasi   ditrruskan investigasinya  ","Positive"
" maaf  aplikasi mitra tokopedia   nominal pulsa  mohon tambahkan fitur kirim uang ","Positive"
" okaayy terima kasih ya infonya siang gga  ulasan ngga   notif       penilaian  great job   sh p siy   ya  wabnya g nyambung ps t co cnjkzis mw","Positive"
" ok udah thanks","Positive"
" ga da top up ovo na ","Positive"
" terima kasih semoga   ny  spt   pembayaran lgsg berhasil jd pikiran  tenang  barang   diproses penjual   dibayar penjual   reply ","Positive"
"mohon cancel pick up  toko  tutup bsok  retry pick up jam pagi yah makasih min ","Positive"
" mohon cek dm ","Positive"
" sy penjual ga  pick up barang error mohon bantuannya","Positive"
" tokopedia menahan dana penjual pas  komplain  lock account  biar ga bsa komplain salut  tokopedia","Positive"
" selamat malam min  bantuannya teman    transaksi via   jasa kirim go send  notifikasinya    gak    barangnya  nih mohon bantuannya  ","Positive"
" ok terimakasih  tau sy   info      telepon rider gojeknya gak diangkat   merespon  ","Positive"
" slamat pagi mohon bantuan nya kak smpai   brg blm dipick up  driver   ditoko mohon   dipick up ulang terimakasih","Positive"
"hai   konfirmasi  tokopedia  mengalami gangguan maintenance  tokopedia toko   muncul apapun  pesanan performa toko   mohon bantuannya terima kasih ","Positive"
" min  tukar gift voucher  saldo tokocash keterangan berhasil  saldo ha masuk gimna ","Positive"
" ok thanks infonya","Positive"
" lha  udah  foto   sebelah kanan emang   min ","Positive"
"  ya alvin mohon dicek terimakasih ","Positive"
" manaaa    udah  lebihhhh yg konsisten   maen potong dana hak pelapak ","Positive"
" kl mnculny sprti  klo  order brg dg size beda cranya gmn ya klo klik size kluarnya cm aja ","Positive"
"   min  layanan ekspres  gak  pilih salah  pengen nya go send nya  hapus   suka layanan grab alasan nya go send  alasan   beda  grab yg   ","Positive"
" terimakasih infonya akasih infonya yaa  yah mimin yg  hati e  kode grab samedaynyasd hy bbunjs r ibn  tolong  yah ming careutosweep tokocash ya ecuali statusnya  review  memahami  statusnya  selesai lho ","Positive"
" sy   pembayaran  transfer mandiri status berhasil knp msh pending pembayaran ya","Positive"
" halo tolong dibalas dm      akun   dm mohon    proses","Positive"
"  top up  akun  gimana min ","Positive"
" ya rt udah pakai kode promo  cashback  diterima hayo    ya tokopediacare komiktoped proses verifikasi   cepat   input x t  ","Positive"
" gw terlanjur klik konfirmasi terima barang min  blum  trima barangnya gmna min","Positive"
" mohon nomer pesanan  restart pick up karna kurirnya cancel  gk  kirim paket  kurirnya suka ambil fake order  toko  ","Positive"
"mohon  pertanggung jawabannya    jam    pemberitahuan  perihal kodebooking tiket keretanya  besok sore   pergi  tiket yg  beli   ","Positive"
" maaf nyempil  tweet    jam tdk  kejalasan   balas dm  urgent mohon  tanggpi  ","Positive"
"  sy  pengembalian  ongkos kirim   checklist konfirmasi nominal  tertera pemgembalian penuh sy bingung  nominal tdk  yg sy   sy konfirmasi    tau sy yg  paham    pengembalian penuh ","Positive"
" mohon bantuannya kak  sdh input resi yg sesuai tp knpa sstsnya tdk terlacak ","Positive"
"min sy  pembelian pulsa simpati rb pembayaran dgn cc tp pulsa blm masuk  tolong bantuannya","Positive"
" sore    saldo   pemindahan dana  tokocash  ovo  lihat  bertambah saldonya mohon informasinya ","Positive"
" hello min  dpt saldo rb  pakainy gmn y  klik  notif pake ovo ","Positive"
" iahhh  disuruh batalin   ulangin   berhasil   periode kode promo nya udah abis lucu yak memikat  kode promo bodonglau  beli  pakai akun  aja  anyi mulaiajadulu tokopedtokopediacareps t co nxigr owTot","Positive"
" ya    daerah ovo  ngga  gunanya lagipula priority utama   cashback    instant buy reksadana knp coba  bela in beli token pln ama tiket pswt  toped cashback  point back ","Positive"
"   nanya  seller kmrn  pesanan hrsnya ongkir k tp sy kirim dgn ongkir k kelebihan ongkir    jdnya saldo  dipotong ","Positive"
"  ubah harga    produk langsung  ga  ya kayak woocomerce  wordpress gitu klo  dibikin fitur   sihh capek  ubah harga    produk  klo   dimaksimalin sih","Positive"
"  uang  ditahan tolong penjelasan bier public   resi   valid sesuai  tokopedia bilang","Positive"
"   sanggah  email  cs  ngaco   komplain d  aja spy    menilai ","Positive"
" mohon analisanya  ovo points      keterangan   ","Positive"
" oke deh terima kasih  bantuannya ya","Positive"
"tau dah gw mention  drama flashsale brand resmi ko  ","Positive"
"halo maaf menganggu lagisaya  sukses beli tiket kereta pakai e cash biar instant  pakai promo cobadong  ga  cashback   terima thanks","Positive"
" mohon chat  email  direspon  gmana penyelesaian top up emoney up tgl okt    tgl okt top up  masuk    respon  toped  tgl okt  tanggungjawabnya ","Positive"
" oke  sy hubungi   lampau","Positive"
" halo   ya mohon dibantu makasi ","Positive"
" waaah mimin  balas malem giniii i lab u  membantu min makasih yaa sweet dream have a nice week nice month nice year nice life suk  tu php doang ak masuk   saldo toko  mohon bantuannya q qjaare","Positive"
" ok thank you so much min","Positive"
" halo  seller    ongkir tiki  yg tertera  tokopedia berbeda ya  menerima order  ongkir rb    tiki ongkir nya  rb selisih nya  ","Positive"
" ovo cash ovo point beli  tokopedia sy   ovo point  sisanya pakai metode   tdk     pilihan  sy memakai pilihan     hrs top up ulang ovo krn habis  bayar sisanya tsb coba  telaah","Positive"
"ceritanya input resi  tokopedia gak    bantuan  twitter  bantu input  responnya customer care lemot banget sumpah balasnya jam jam an  lihat nih percakapannya  konsisten   batal ","Positive"
" mohon dibantu  perubahan jasa ekspedisi  kesalah pahaman komunikasi dgn karyawan  pakai wahana trims ","Positive"
" jujur sy  tau tokocash ganti pakai ovo  kemarin itupun via email    sy coba aktivasi ovo  tokopediaberikut screenshot ovo  akun tokopedia ","Positive"
" halo bpk dika terima kasih  informasi  apresiasi yg    bank mandiri semoga bank mandiri  meningkatkan kualitas  pelayanan   nasabah tks lian","Positive"
" ok thx tokopedia  responnya  tunggu saldonya  x jam ","Positive"
" aduhh  ntar aza mbak caca  sy mo  dibantu tuk dibalikin orderan buyer sy paketnya udah dikirimkan seller dropship dgn j t reg jb sdgkan sy udah terlanjur batalin orderannya tolong donk orderannya dinyalakan ulang urgent","Positive"
" ivr xviii x dana terdebit  bca va  okt pk  status transaksi tdk berhasil tolong fu asap","Positive"
" selamat siang mohon dibantu anak  beli motor vespa  kk cimb niaga cicilan tagihan  ditagih    direvisi  cicilan   kena bunga ditagihan  tsb invoice no tolong dibantu","Positive"
" oke mimin laura terima kasih  infonya yah hehe","Positive"
"  transaksi jamnya mepet sih  jam n tanggal pembelian toko pedia berhasil  d struk pembayaran  udh  menit pas printan kasir ","Positive"
"  kak produk  diban  dihapus  kesalahan  kak  ga  hapus produk unggulan  tlg diaktifkan  kak ","Positive"
"hi   pagi melalukan pembelian pulsa telkomsel dgn pembayaran via virtual account tp    blm  verifikasi  tokopedia   lgsg ter verifikasi mohon bantuannya ya ","Positive"
"  semudah toko marketplace yah  masukin kode voucher beres deh beda banget  tokopedia   ","Positive"
" mo komplen sesuai attachment   keterangannya gratis telp  sms   indosat   paket data berhasil masuk   coba utk menelpon   indosat      bgm ya penjelasan  sy tungu ","Positive"
" mohon cek dm  terima kasih ","Positive"
"     kiriman sms berulang ulang  pembayaran produk digital  berhasil    sms   produk digital yg pembayarannya berhasil    sms berulang  kali   masuk ","Positive"
" ohh   mobile site  berhasil terima kasih mbak ","Positive"
" oke kk udah cek  menunggu balasan","Positive"
"  terima kasih  penjelasannya","Positive"
"  nanya  min   aktivasi ovo tp koq  tdk bs  saldo toko cash  ya pdhl akun ovo  teraktivasi mohon bantuannya ","Positive"
"dear admin  ga  topup pulsa  tutup tokonya sukses trus scholarship yuk cek info selengkapnya   tokopediaCtoppers tokopediacare","Positive"
" cinta tokped tokopedia golongankami ","Positive"
"  pengemasan tolong dipercepat bikin toko santai kirim barangnyaaa kalo kyk gini  males gw pake tokped lg","Positive"
" selamat malam     cashback  tokopedia langsung  ovopoint    ovocash ","Positive"
"enak deh belanja   pilihan ","Positive"
"min utk no inv  sy berhasil  kupon bebas ongkir ga si ko nominal yg hrz  trf  sesuai harga barang plus kode unik doang gada ongkirny ","Positive"
" min mohon  dipickup ulang","Positive"
" slmt pagi mohon bantuannya  meng cancel no invoice   stok barang  lengkap terima kasih","Positive"
" ok min klo ga da muter duitnya pdhl da smpe brgnya ","Positive"
" cashback dr transaksi  ivr xviii xi   masuk  ovo  mohon   proses ","Positive"
"  top up e money  jam  skrg ga  penambahan saldo mobil udah sampe bandung buang  ","Positive"
" halo       membantu  ya  transaksi   mengajukan cicilan  tertagih full    ","Positive"
" min  bantuannya pelapak bilang stok ready n  ga ready pembayaran  berhasil pelapak   cancel ","Positive"
" mohon cek dm","Positive"
"  coba  sih bro minggu kemarin aman sh ","Positive"
" oo gitu  thx yaa","Positive"
"   ngisi ribu rupiah     gak     iya sih gak masuk  nomor kartu emoney   ","Positive"
"    ane  bayar indihome pake tokopedia  nya lumayan sisa saldo rb  ane lupa  bayar trus nyari kode pembayaran nya kagak  trua saldo nya gak  gmn ya ","Positive"
" mohon penjelasan  tagihan dgn no invoice tgl oktober utk pembelian unit lenovo yoga yg ditagih fullpayment  kartu kredit    transaksi dipilih metode pembayaran cicilan x","Positive"
" iyaa kmrin   bgtu  pas sy coba  aplikasi tdk muncul  ad screenshoot nya shbs  kirim gambar screenshootnya trs admin blg tdk bs pakai ovocash   bingung jd bs ya ","Positive"
" maksud    min tombol  bantuan customer service nya  grey out    click ","Positive"
" halo kak mohon dibaca lg dm   ","Positive"
" oh  kak terima kasih   pindah kemanasa  beli tiket reksadana mending pake yg lainpakai aplikasi tokped  kalo udah gak sreg  gamau kudu pindah nyari  sreg  k screenshot  yak nuhun alasan pembeli  cancel","Positive"
" min   pembayaran via indomaret gmn mohon penjelasannya ","Positive"
" ok min thanks penjelasannya  keren banget sih si admin nih  ngelacak transaksi  ya heheheober loh min   sejarang   diproses   orng admin gini aj  kemarin","Positive"
"  urutin  yag  mudah ya tokocash kartu kredit tranfer bank alfamart indomaret    ","Positive"
" min tolong dibantu    email ama pass  dah  skr  verifikasi  email pribadi sy  sy gak  lg pass email sy yg  ","Positive"
" udah  dm ya sister kerja  minggu gini  semangat   diurus ya pulsanya ","Positive"
" halo   menarik saldo k  akun bank   masuk ","Positive"
" min barang     track statusnya delivered tp  sistem tokopedia tdk masuk  menu  tujuan tlg diupdate statusnya  kalo pembeli tdk klik konfirmasi penerimaan uangnya  ga masuk   penjual ","Positive"
"   beli emas     barusan  check koq fitur emas nya gak  ya   investasi emas  ","Positive"
"lapor  halamannya pas pencet view all ga  load sempurna  hape android ver tq ","Positive"
"  min terimakasih  transaksi yg satunya  min gmn sdh  mention  ","Positive"
" semoga kedepannya tokopedia   sistem kode voucher makanan  aman   membeli voucher tawan rb     pakai  status voucher   terpakai   membuktikan sistem   aman ","Positive"
" berhasil  cashback blm masuk ","Positive"
"   gak seru  ya min   pake tokocash cashback  dipake utk bayar tiket kai  pesawat sayang  back to mamaloka deh ","Positive"
"   transfer pembayaran  skrg   konfirmasi sukses  udah jam ","Positive"
"pagi  membeli paket data  tgl sy sdh bayar   toped transaksi dinyatakan berhasil tp sy   sadar   sy blm terdaftar paket apapun  axis bagaimanan  ya tks ","Positive"
" min tolong balas dm    keren banget sih si admin nih  ngelacak transaksi  ya heheheober loh min   sejarang   diproses   orng admin gini aj  kemarin","Positive"
" oke mksi respon nya min ","Positive"
"  cancel pesanan krn penjual  respon mohon konfirmasinya ","Positive"
" min   salah transfer angka dibelakang  bayar kode unik nya  ditrf   trf ulang   ","Positive"
"  min   call teman  dr  tokopedia nya makasih ya min ","Positive"
